JAR,Number of Correct APIs,Number of Wrong APIs,Failure Rate for APIs,Model Confidence for APIs,Hallucinations for APIs,API,Sample,Number of Correct FQNs,Number of Wrong FQNs,Failure Rate for FQNs,Model Confidence for Code and FQNs,Project Path,Build Status,Build Message,Hallucinations for FQNs,Usages
log4j-slf4j-impl-2.22.1.jar,0,9,1.0,0.8514688611030579,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415
log4j-api-2.17.2.jar,0,0,1.0,0.6509723663330078,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1620
commons-lang3-3.12.0.jar,0,0,1.0,0.7538517713546753,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8522
slf4j-jdk14-1.7.36.jar,0,0,1.0,0.7039700150489807,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10863
spring-core-6.1.3.jar,0,13,1.0,0.8296598792076111,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,515
hibernate-core-6.1.6.Final.jar,0,11,1.0,0.7736780047416687,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,DefaultParser,1,0,0,1,0.48555171489715576,N/A,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,DefaultParser,2,0,1,1.0,0.6349585056304932,N/A,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,DefaultParser,3,3,1,0.25,0.4797286093235016,Projects/commons-cli-1.5.0/DefaultParser/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,DefaultParser,4,0,1,1.0,0.5786047577857971,Projects/commons-cli-1.5.0/DefaultParser/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,DefaultParser,5,5,0,0.0,0.5916633009910583,Projects/commons-cli-1.5.0/DefaultParser/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Option,1,3,2,0.4,0.6936904788017273,Projects/commons-cli-1.5.0/Option/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Option,2,0,1,1.0,0.5807398557662964,Projects/commons-cli-1.5.0/Option/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Option,3,0,1,1.0,0.5304712057113647,Projects/commons-cli-1.5.0/Option/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Option,4,0,1,1.0,0.5504826903343201,Projects/commons-cli-1.5.0/Option/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Option,5,0,1,1.0,0.6121276617050171,Projects/commons-cli-1.5.0/Option/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Options,1,6,0,0.0,0.7035345435142517,Projects/commons-cli-1.5.0/Options/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Options,2,0,1,1.0,0.5830438733100891,Projects/commons-cli-1.5.0/Options/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Options,3,0,1,1.0,0.568352997303009,Projects/commons-cli-1.5.0/Options/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Options,4,0,1,1.0,0.5389503836631775,Projects/commons-cli-1.5.0/Options/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,Options,5,5,0,0.0,0.550163984298706,Projects/commons-cli-1.5.0/Options/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,PosixParser,1,0,1,1.0,0.7138761878013611,Projects/commons-cli-1.5.0/Options/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,PosixParser,2,0,1,1.0,0.526780366897583,Projects/commons-cli-1.5.0/Options/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,PosixParser,3,6,2,0.25,0.6086658835411072,Projects/commons-cli-1.5.0/PosixParser/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,PosixParser,4,0,1,1.0,0.5604226589202881,Projects/commons-cli-1.5.0/PosixParser/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,PosixParser,5,0,1,1.0,0.5668427348136902,Projects/commons-cli-1.5.0/PosixParser/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,GnuParser,1,0,1,1.0,0.6185128092765808,Projects/commons-cli-1.5.0/PosixParser/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,GnuParser,2,6,0,0.0,0.5634146332740784,Projects/commons-cli-1.5.0/GnuParser/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,GnuParser,3,0,0,1,0.6121541857719421,Projects/commons-cli-1.5.0/GnuParser/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,GnuParser,4,0,1,1.0,0.6500197052955627,Projects/commons-cli-1.5.0/GnuParser/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,GnuParser,5,2,1,0.3333333333333333,0.5719636678695679,Projects/commons-cli-1.5.0/GnuParser/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,HelpFormatter,1,0,1,1.0,0.6423083543777466,Projects/commons-cli-1.5.0/GnuParser/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,HelpFormatter,2,0,1,1.0,0.616736114025116,Projects/commons-cli-1.5.0/GnuParser/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,HelpFormatter,3,6,0,0.0,0.700828492641449,Projects/commons-cli-1.5.0/HelpFormatter/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,HelpFormatter,4,0,1,1.0,0.6162974834442139,Projects/commons-cli-1.5.0/HelpFormatter/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,HelpFormatter,5,7,0,0.0,0.5711190104484558,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,MissingOptionException,1,0,1,1.0,0.624535322189331,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,MissingOptionException,2,0,1,1.0,0.6932859420776367,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,MissingOptionException,3,0,1,1.0,0.5579470992088318,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,MissingOptionException,4,0,0,1,0.45448726415634155,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,MissingOptionException,5,0,1,1.0,0.5431172847747803,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,UnrecognizedOptionException,1,0,0,1,0.623815655708313,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,UnrecognizedOptionException,2,0,1,1.0,0.6013091206550598,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,UnrecognizedOptionException,3,0,1,1.0,0.5854879021644592,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,UnrecognizedOptionException,4,0,1,1.0,0.6634925007820129,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,UnrecognizedOptionException,5,0,1,1.0,0.6243858933448792,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,ParseException,1,0,1,1.0,0.6358270049095154,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,ParseException,2,0,1,1.0,0.5990298986434937,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,ParseException,3,0,1,1.0,0.6429898142814636,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,ParseException,4,0,1,1.0,0.4927056133747101,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,ParseException,5,0,1,1.0,0.5377553105354309,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionGroup,1,0,1,1.0,0.5366964936256409,Projects/commons-cli-1.5.0/HelpFormatter/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionGroup,2,5,2,0.2857142857142857,0.7415171265602112,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionGroup,3,0,2,1.0,0.5872894525527954,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionGroup,4,0,1,1.0,0.5889480710029602,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionGroup,5,0,1,1.0,0.501459538936615,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionBuilder,1,0,1,1.0,0.6470794081687927,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionBuilder,2,0,2,1.0,0.6089276075363159,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionBuilder,3,0,0,1,0.44396719336509705,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionBuilder,4,0,1,1.0,0.5447585582733154,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
commons-cli-1.5.0.jar,11,7,0.3888888888888889,0.7746066451072693,Partially Present. Need manual review.,OptionBuilder,5,0,1,1.0,0.5045543313026428,Projects/commons-cli-1.5.0/OptionGroup/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,1012
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,SessionFlashMapManager,1,4,1,0.2,0.5493215918540955,Projects/spring-webmvc-5.3.23/SessionFlashMapManager/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,SessionFlashMapManager,2,2,0,0.0,0.5967622995376587,Projects/spring-webmvc-5.3.23/SessionFlashMapManager/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,SessionFlashMapManager,3,4,0,0.0,0.5189816951751709,Projects/spring-webmvc-5.3.23/SessionFlashMapManager/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,SessionFlashMapManager,4,4,1,0.2,0.48556452989578247,Projects/spring-webmvc-5.3.23/SessionFlashMapManager/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,SessionFlashMapManager,5,5,0,0.0,0.6416305899620056,Projects/spring-webmvc-5.3.23/SessionFlashMapManager/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,RedirectAttributesModelMap,1,1,0,0.0,0.5303162336349487,Projects/spring-webmvc-5.3.23/RedirectAttributesModelMap/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,RedirectAttributesModelMap,2,3,0,0.0,0.5363619923591614,Projects/spring-webmvc-5.3.23/RedirectAttributesModelMap/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,RedirectAttributesModelMap,3,3,0,0.0,0.5654826164245605,Projects/spring-webmvc-5.3.23/RedirectAttributesModelMap/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,RedirectAttributesModelMap,4,2,0,0.0,0.6005395650863647,Projects/spring-webmvc-5.3.23/RedirectAttributesModelMap/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,532
spring-webmvc-5.3.23.jar,2,8,0.8,0.8289319276809692,Partially Present. Need manual review.,RedirectAttributesModelMap,5,1,2,0.6666666666666666,0.5694720149040222,Projects/spring-webmvc-5.3.23/RedirectAttributesModelMap/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,532
mysql-connector-j-8.3.0.jar,0,0,1.0,0.5686067342758179,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179
postgresql-42.3.3.jar,0,10,1.0,0.6673469543457031,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,459
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcut,1,3,0,0.0,0.5358096361160278,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcut,2,2,0,0.0,0.5396296381950378,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcut,3,3,1,0.25,0.625636100769043,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcut,4,1,0,0.0,0.608528196811676,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcut,5,3,2,0.4,0.5175580978393555,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,1,1,1,0.5,0.4990933835506439,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_5/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,2,1,4,0.8,0.6540677547454834,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,3,6,5,0.45454545454545453,0.6973124742507935,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,4,0,0,1,0.6091544032096863,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,5,2,0,0.0,0.5568702220916748,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJAwareAdvisorAutoProxyCreator,1,3,1,0.25,0.5626313090324402,Projects/spring-aop-5.3.22/AspectJAwareAdvisorAutoProxyCreator/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJAwareAdvisorAutoProxyCreator,2,4,0,0.0,0.7227254509925842,Projects/spring-aop-5.3.22/AspectJAwareAdvisorAutoProxyCreator/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJAwareAdvisorAutoProxyCreator,3,0,0,1,0.5054479241371155,Projects/spring-aop-5.3.22/AspectJAwareAdvisorAutoProxyCreator/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJAwareAdvisorAutoProxyCreator,4,0,2,1.0,0.5389264822006226,Projects/spring-aop-5.3.22/AspectJAwareAdvisorAutoProxyCreator/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True,510
spring-aop-5.3.22.jar,3,2,0.4,0.8941460251808167,Partially Present. Need manual review.,AspectJAwareAdvisorAutoProxyCreator,5,2,1,0.3333333333333333,0.4404492974281311,Projects/spring-aop-5.3.22/AspectJAwareAdvisorAutoProxyCreator/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review,510
recyclerview-1.2.1.jar,1,24,0.96,0.9016633629798888,Partially Present. Need manual review.,RecyclerView,1,1,5,0.8333333333333334,0.5857408046722412,Projects/recyclerview-1.2.1/RecyclerView/sample_1/Wrapper/src/main/java/org/example,failure,Build failed with unspecified errors.,Need manual review,757
recyclerview-1.2.1.jar,1,24,0.96,0.9016633629798888,Partially Present. Need manual review.,RecyclerView,2,1,4,0.8,0.637380063533783,Projects/recyclerview-1.2.1/RecyclerView/sample_2/Wrapper/src/main/java/org/example,failure,Build failed with unspecified errors.,Need manual review,757
recyclerview-1.2.1.jar,1,24,0.96,0.9016633629798888,Partially Present. Need manual review.,RecyclerView,3,1,6,0.8571428571428571,0.790494441986084,Projects/recyclerview-1.2.1/RecyclerView/sample_3/Wrapper/src/main/java/org/example,failure,Build failed with unspecified errors.,Need manual review,757
recyclerview-1.2.1.jar,1,24,0.96,0.9016633629798888,Partially Present. Need manual review.,RecyclerView,4,3,2,0.4,0.6695559620857239,Projects/recyclerview-1.2.1/RecyclerView/sample_4/Wrapper/src/main/java/org/example,failure,Build failed with unspecified errors.,Need manual review,757
recyclerview-1.2.1.jar,1,24,0.96,0.9016633629798888,Partially Present. Need manual review.,RecyclerView,5,3,4,0.5714285714285714,0.7327046990394592,Projects/recyclerview-1.2.1/RecyclerView/sample_4/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True,757
kotlinx-coroutines-core-jvm-1.7.3.jar,0,0,1.0,0.6181406378746033,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1259
scalajs-test-bridge_2.13-1.10.1.jar,0,6,1.0,0.7739695310592651,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,616
httpclient5-5.2.1.jar,0,50,1.0,0.8222680687904358,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,876
xstream-1.4.19.jar,0,0,1.0,0.6342967748641968,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,401
commons-compress-1.22.jar,2,10,0.8333333333333334,0.8239825367927551,Partially Present. Need manual review.,BZip2CompressorInputStream,1,2,0,0.0,0.616169810295105,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,324
commons-compress-1.22.jar,2,10,0.8333333333333334,0.8239825367927551,Partially Present. Need manual review.,BZip2CompressorInputStream,2,5,0,0.0,0.7496070265769958,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,324
commons-compress-1.22.jar,2,10,0.8333333333333334,0.8239825367927551,Partially Present. Need manual review.,BZip2CompressorInputStream,3,6,0,0.0,0.607446551322937,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,324
commons-compress-1.22.jar,2,10,0.8333333333333334,0.8239825367927551,Partially Present. Need manual review.,BZip2CompressorInputStream,4,7,0,0.0,0.6113906502723694,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False,324
