JAR,Number of Correct APIs,Number of Wrong APIs,Failure Rate for APIs,Model Confidence for APIs,Hallucinations for APIs,API,Sample,Number of Correct FQNs,Number of Wrong FQNs,Failure Rate for FQNs,Model Confidence for Code and FQNs,Project Path,Build Status,Build Message,Hallucinations for FQNs
log4j-slf4j-impl-2.22.1.jar,0,1,1.0,0.6940785646438599,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
log4j-api-2.17.2.jar,0,6,1.0,0.6580817699432373,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,ArrayUtils,1,0,0,1,0.5456607937812805,N/A,failure,Model could not predict any correct FQNs.,True
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,ArrayUtils,2,0,1,1.0,0.6395312547683716,N/A,failure,Model could not predict any correct FQNs.,True
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,ArrayUtils,3,0,1,1.0,0.5155056715011597,N/A,failure,Model could not predict any correct FQNs.,True
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,ArrayUtils,4,0,2,1.0,0.5634257197380066,N/A,failure,Model could not predict any correct FQNs.,True
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,ArrayUtils,5,0,1,1.0,0.7206896543502808,N/A,failure,Model could not predict any correct FQNs.,True
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,EqualsBuilder,1,2,0,0.0,0.7216254472732544,Projects/commons-lang3-3.12.0/EqualsBuilder/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,EqualsBuilder,2,1,0,0.0,0.6437352299690247,Projects/commons-lang3-3.12.0/EqualsBuilder/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,EqualsBuilder,3,1,0,0.0,0.5436348915100098,Projects/commons-lang3-3.12.0/EqualsBuilder/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,EqualsBuilder,4,2,0,0.0,0.7885649800300598,Projects/commons-lang3-3.12.0/EqualsBuilder/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-lang3-3.12.0.jar,2,6,0.75,0.7144628763198853,Partially Present. Need manual review.,EqualsBuilder,5,2,0,0.0,0.7120411396026611,Projects/commons-lang3-3.12.0/EqualsBuilder/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-jdk14-1.7.36.jar,0,26,1.0,0.6872898936271667,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
spring-core-6.1.3.jar,0,5,1.0,0.6676127910614014,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hibernate-core-6.1.6.Final.jar,0,3,1.0,0.7245373129844666,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
commons-cli-1.5.0.jar,0,0,1,0.6896458268165588,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
spring-webmvc-5.3.23.jar,0,2,1.0,0.6807665824890137,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mysql-connector-j-8.3.0.jar,0,12,1.0,0.7164268493652344,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgConnection,1,1,3,0.75,0.6492205262184143,Projects/postgresql-42.3.3/PgConnection/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgConnection,2,0,4,1.0,0.5623060464859009,Projects/postgresql-42.3.3/PgConnection/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgConnection,3,0,0,1,0.5282785296440125,Projects/postgresql-42.3.3/PgConnection/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgConnection,4,0,4,1.0,0.7330918908119202,Projects/postgresql-42.3.3/PgConnection/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgConnection,5,1,2,0.6666666666666666,0.4997478723526001,Projects/postgresql-42.3.3/PgConnection/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgStatement,1,0,5,1.0,0.5485053658485413,Projects/postgresql-42.3.3/PgConnection/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgStatement,2,0,4,1.0,0.5695613026618958,Projects/postgresql-42.3.3/PgConnection/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgStatement,3,0,5,1.0,0.7487619519233704,Projects/postgresql-42.3.3/PgConnection/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgStatement,4,0,2,1.0,0.6571905612945557,Projects/postgresql-42.3.3/PgConnection/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
postgresql-42.3.3.jar,2,27,0.9310344827586207,0.7854811549186707,Partially Present. Need manual review.,PgStatement,5,0,1,1.0,0.6251007318496704,Projects/postgresql-42.3.3/PgConnection/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAroundAdvice,1,3,3,0.5,0.5628437399864197,Projects/spring-aop-5.3.22/AspectJAroundAdvice/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAroundAdvice,2,3,2,0.4,0.5634859204292297,Projects/spring-aop-5.3.22/AspectJAroundAdvice/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAroundAdvice,3,1,0,0.0,0.5994952917098999,Projects/spring-aop-5.3.22/AspectJAroundAdvice/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAroundAdvice,4,2,1,0.3333333333333333,0.5153078436851501,Projects/spring-aop-5.3.22/AspectJAroundAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAroundAdvice,5,4,1,0.2,0.637666642665863,Projects/spring-aop-5.3.22/AspectJAroundAdvice/sample_4/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterReturningAdvice,1,0,0,1,0.7041062116622925,Projects/spring-aop-5.3.22/AspectJAroundAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterReturningAdvice,2,7,2,0.2222222222222222,0.5525767803192139,Projects/spring-aop-5.3.22/AspectJAfterReturningAdvice/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterReturningAdvice,3,0,0,1,0.5332069396972656,Projects/spring-aop-5.3.22/AspectJAfterReturningAdvice/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterReturningAdvice,4,3,1,0.25,0.5386512875556946,Projects/spring-aop-5.3.22/AspectJAfterReturningAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterReturningAdvice,5,0,0,1,0.48854199051856995,Projects/spring-aop-5.3.22/AspectJAfterReturningAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterThrowingAdvice,1,2,0,0.0,0.77507483959198,Projects/spring-aop-5.3.22/AspectJAfterThrowingAdvice/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterThrowingAdvice,2,0,0,1,0.46524864435195923,Projects/spring-aop-5.3.22/AspectJAfterThrowingAdvice/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterThrowingAdvice,3,4,0,0.0,0.5868664979934692,Projects/spring-aop-5.3.22/AspectJAfterThrowingAdvice/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterThrowingAdvice,4,4,1,0.2,0.5676025152206421,Projects/spring-aop-5.3.22/AspectJAfterThrowingAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterThrowingAdvice,5,0,0,1,0.5456323623657227,Projects/spring-aop-5.3.22/AspectJAfterThrowingAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterAdvice,1,0,0,1,0.703563928604126,Projects/spring-aop-5.3.22/AspectJAfterThrowingAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterAdvice,2,3,0,0.0,0.6089802384376526,Projects/spring-aop-5.3.22/AspectJAfterAdvice/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterAdvice,3,3,1,0.25,0.4901967942714691,Projects/spring-aop-5.3.22/AspectJAfterAdvice/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterAdvice,4,5,1,0.16666666666666666,0.49337276816368103,Projects/spring-aop-5.3.22/AspectJAfterAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJAfterAdvice,5,0,0,1,0.59642493724823,Projects/spring-aop-5.3.22/AspectJAfterAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJPointcutAdvisor,1,1,3,0.75,0.5015846490859985,Projects/spring-aop-5.3.22/AspectJPointcutAdvisor/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJPointcutAdvisor,2,4,0,0.0,0.561370313167572,Projects/spring-aop-5.3.22/AspectJPointcutAdvisor/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJPointcutAdvisor,3,0,0,1,0.6769014000892639,Projects/spring-aop-5.3.22/AspectJPointcutAdvisor/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJPointcutAdvisor,4,0,1,1.0,0.47091159224510193,Projects/spring-aop-5.3.22/AspectJPointcutAdvisor/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJPointcutAdvisor,5,0,0,1,0.5641277432441711,Projects/spring-aop-5.3.22/AspectJPointcutAdvisor/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcut,1,1,1,0.5,0.5595585703849792,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcut,2,1,1,0.5,0.5904409885406494,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcut,3,0,0,1,0.3086358606815338,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcut,4,1,0,0.0,0.40887850522994995,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_2/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcut,5,0,0,1,0.5850481390953064,Projects/spring-aop-5.3.22/AspectJExpressionPointcut/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,1,7,2,0.2222222222222222,0.6388384103775024,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,2,2,1,0.3333333333333333,0.5628163814544678,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,3,5,0,0.0,0.531541109085083,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,4,4,0,0.0,0.6230400800704956,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJExpressionPointcutAdvisor,5,4,2,0.3333333333333333,0.6625167727470398,Projects/spring-aop-5.3.22/AspectJExpressionPointcutAdvisor/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJMethodBeforeAdvice,1,2,1,0.3333333333333333,0.5117890238761902,Projects/spring-aop-5.3.22/AspectJMethodBeforeAdvice/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJMethodBeforeAdvice,2,2,1,0.3333333333333333,0.5139760971069336,Projects/spring-aop-5.3.22/AspectJMethodBeforeAdvice/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJMethodBeforeAdvice,3,1,0,0.0,0.5168424248695374,Projects/spring-aop-5.3.22/AspectJMethodBeforeAdvice/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJMethodBeforeAdvice,4,4,1,0.2,0.5418464541435242,Projects/spring-aop-5.3.22/AspectJMethodBeforeAdvice/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-aop-5.3.22.jar,8,15,0.6521739130434783,0.7166615724563599,Partially Present. Need manual review.,AspectJMethodBeforeAdvice,5,8,3,0.2727272727272727,0.713131844997406,Projects/spring-aop-5.3.22/AspectJMethodBeforeAdvice/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
recyclerview-1.2.1.jar,0,0,1,0.6470223069190979,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kotlinx-coroutines-core-jvm-1.7.3.jar,0,0,1,0.6394611597061157,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
scalajs-test-bridge_2.13-1.10.1.jar,0,16,1.0,0.7369502186775208,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
httpclient5-5.2.1.jar,0,0,1,0.6433148980140686,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
xstream-1.4.19.jar,0,25,1.0,0.7515098452568054,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorOutputStream,1,1,4,0.8,0.5215484499931335,Projects/commons-compress-1.22/BZip2CompressorOutputStream/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorOutputStream,2,3,0,0.0,0.5144485235214233,Projects/commons-compress-1.22/BZip2CompressorOutputStream/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorOutputStream,3,5,0,0.0,0.746195912361145,Projects/commons-compress-1.22/BZip2CompressorOutputStream/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorOutputStream,4,0,0,1,0.5761523246765137,Projects/commons-compress-1.22/BZip2CompressorOutputStream/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorOutputStream,5,4,0,0.0,0.5523111820220947,Projects/commons-compress-1.22/BZip2CompressorOutputStream/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorInputStream,1,4,0,0.0,0.6291109919548035,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorInputStream,2,2,0,0.0,0.5973814725875854,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorInputStream,3,1,1,0.5,0.5506628751754761,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorInputStream,4,7,0,0.0,0.7445732951164246,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-compress-1.22.jar,2,11,0.8461538461538461,0.7306548953056335,Partially Present. Need manual review.,BZip2CompressorInputStream,5,4,0,0.0,0.4313787817955017,Projects/commons-compress-1.22/BZip2CompressorInputStream/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
junit-platform-launcher-1.10.2.jar,0,0,1,0.8370386362075806,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,LoggerFactory,1,2,0,0.0,0.6818652749061584,Projects/slf4j-api-2.0.12/LoggerFactory/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,LoggerFactory,2,0,0,1,0.4669645130634308,Projects/slf4j-api-2.0.12/LoggerFactory/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,LoggerFactory,3,2,0,0.0,0.7482264041900635,Projects/slf4j-api-2.0.12/LoggerFactory/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,LoggerFactory,4,2,0,0.0,0.4113568663597107,Projects/slf4j-api-2.0.12/LoggerFactory/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,LoggerFactory,5,2,0,0.0,0.6202693581581116,Projects/slf4j-api-2.0.12/LoggerFactory/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,MDC,1,3,0,0.0,0.6235415935516357,Projects/slf4j-api-2.0.12/MDC/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,MDC,2,1,0,0.0,0.667390763759613,Projects/slf4j-api-2.0.12/MDC/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,MDC,3,3,0,0.0,0.47947511076927185,Projects/slf4j-api-2.0.12/MDC/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,MDC,4,0,0,1,0.4661477506160736,Projects/slf4j-api-2.0.12/MDC/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
slf4j-api-2.0.12.jar,2,10,0.8333333333333334,0.743268609046936,Partially Present. Need manual review.,MDC,5,1,0,0.0,0.6727753281593323,Projects/slf4j-api-2.0.12/MDC/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,JAXBException,1,4,0,0.0,0.7091686129570007,Projects/jakarta.xml.bind-api-4.0.1/JAXBException/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,JAXBException,2,4,0,0.0,0.5965422987937927,Projects/jakarta.xml.bind-api-4.0.1/JAXBException/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,JAXBException,3,4,0,0.0,0.6798961162567139,Projects/jakarta.xml.bind-api-4.0.1/JAXBException/sample_2/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,JAXBException,4,6,0,0.0,0.7774702310562134,Projects/jakarta.xml.bind-api-4.0.1/JAXBException/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,JAXBException,5,3,0,0.0,0.6133430004119873,Projects/jakarta.xml.bind-api-4.0.1/JAXBException/sample_4/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,PropertyException,1,2,2,0.5,0.4568317234516144,Projects/jakarta.xml.bind-api-4.0.1/PropertyException/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,PropertyException,2,1,0,0.0,0.43715062737464905,Projects/jakarta.xml.bind-api-4.0.1/PropertyException/sample_1/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
jakarta.xml.bind-api-4.0.1.jar,2,13,0.8666666666666667,0.7292225360870361,Partially Present. Need manual review.,PropertyException,3,4,1,0.2,0.6575475931167603,Projects/jakarta.xml.bind-api-4.0.1/PropertyException/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
