JAR,Number of Correct APIs,Number of Wrong APIs,Failure Rate for APIs,Model Confidence for APIs,Hallucinations for APIs,API,Sample,Number of Correct FQNs,Number of Wrong FQNs,Failure Rate for FQNs,Model Confidence for Code and FQNs,Project Path,Build Status,Build Message,Hallucinations for FQNs
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,DataNode,5,5,0,0.0,0.6458458304405212,Projects/jsoup-1.17.2/DataNode/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,TextNode,1,6,0,0.0,0.579066812992096,Projects/jsoup-1.17.2/TextNode/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,TextNode,2,3,1,0.25,0.6842060089111328,Projects/jsoup-1.17.2/TextNode/sample_1/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,TextNode,3,0,0,1,0.2075442671775818,Projects/jsoup-1.17.2/TextNode/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,TextNode,4,5,0,0.0,0.5872334837913513,Projects/jsoup-1.17.2/TextNode/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,TextNode,5,4,0,0.0,0.4309811592102051,Projects/jsoup-1.17.2/TextNode/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Comment,1,4,0,0.0,0.5479196906089783,Projects/jsoup-1.17.2/Comment/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Comment,2,3,0,0.0,0.5165581107139587,Projects/jsoup-1.17.2/Comment/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Comment,3,3,1,0.25,0.691307544708252,Projects/jsoup-1.17.2/Comment/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Comment,4,0,0,1,0.5391770601272583,Projects/jsoup-1.17.2/Comment/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Comment,5,3,0,0.0,0.5265066027641296,Projects/jsoup-1.17.2/Comment/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,NodeTraversor,1,0,0,1,0.5994265079498291,Projects/jsoup-1.17.2/Comment/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,NodeTraversor,2,0,0,1,0.5398713946342468,Projects/jsoup-1.17.2/Comment/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,NodeTraversor,3,4,0,0.0,0.6143110990524292,Projects/jsoup-1.17.2/NodeTraversor/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,NodeTraversor,4,3,1,0.25,0.46333563327789307,Projects/jsoup-1.17.2/NodeTraversor/sample_3/Wrapper/src/main/java/org/example,failure,No valid Java code found from the model's output.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,NodeTraversor,5,4,0,0.0,0.6055555939674377,Projects/jsoup-1.17.2/NodeTraversor/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Elements,1,4,0,0.0,0.5328438878059387,Projects/jsoup-1.17.2/Elements/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Elements,2,3,1,0.25,0.5587412714958191,Projects/jsoup-1.17.2/Elements/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Elements,3,5,0,0.0,0.5395529866218567,Projects/jsoup-1.17.2/Elements/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Elements,4,4,0,0.0,0.5504617094993591,Projects/jsoup-1.17.2/Elements/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Elements,5,3,0,0.0,0.6404812932014465,Projects/jsoup-1.17.2/Elements/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Attributes,1,5,0,0.0,0.5352771878242493,Projects/jsoup-1.17.2/Attributes/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Attributes,2,4,0,0.0,0.6380006074905396,Projects/jsoup-1.17.2/Attributes/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Attributes,3,4,0,0.0,0.5602742433547974,Projects/jsoup-1.17.2/Attributes/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Attributes,4,4,0,0.0,0.6161327362060547,Projects/jsoup-1.17.2/Attributes/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,Attributes,5,3,0,0.0,0.6177011132240295,Projects/jsoup-1.17.2/Attributes/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,DocumentType,1,0,0,1,0.5151070952415466,Projects/jsoup-1.17.2/Attributes/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,DocumentType,2,5,1,0.16666666666666666,0.6914910078048706,Projects/jsoup-1.17.2/DocumentType/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,DocumentType,3,2,0,0.0,0.5206475853919983,Projects/jsoup-1.17.2/DocumentType/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,DocumentType,4,3,1,0.25,0.5029247403144836,Projects/jsoup-1.17.2/DocumentType/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
jsoup-1.17.2.jar,10,11,0.5238095238095238,0.7091516256332397,Partially Present. Need manual review.,DocumentType,5,3,1,0.25,0.6085655093193054,Projects/jsoup-1.17.2/DocumentType/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-orm-5.3.18.jar,0,22,1.0,0.7519421577453613,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
log4j-slf4j2-impl-2.19.0.jar,0,4,1.0,0.6887325644493103,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
scala-library-2.13.12.jar,0,24,1.0,0.8046488165855408,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tools.nrepl-0.2.13.jar,0,3,1.0,0.6498560309410095,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystemUtils,1,0,0,1,0.23496025800704956,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystemUtils,2,0,1,1.0,0.5790008902549744,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystemUtils,3,0,0,1,0.4588121175765991,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystemUtils,4,0,4,1.0,0.5815014243125916,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystemUtils,5,0,2,1.0,0.4886907637119293,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileUtils,1,0,3,1.0,0.5455435514450073,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileUtils,2,0,2,1.0,0.572639524936676,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileUtils,3,0,3,1.0,0.48878970742225647,N/A,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileUtils,4,4,0,0.0,0.49989867210388184,Projects/commons-io-2.15.1/FileUtils/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileUtils,5,2,4,0.6666666666666666,0.773408055305481,Projects/commons-io-2.15.1/FileUtils/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FilenameUtils,1,0,6,1.0,0.5321839451789856,Projects/commons-io-2.15.1/FileUtils/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FilenameUtils,2,0,2,1.0,0.6550639867782593,Projects/commons-io-2.15.1/FileUtils/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FilenameUtils,3,0,1,1.0,0.45385852456092834,Projects/commons-io-2.15.1/FileUtils/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FilenameUtils,4,0,2,1.0,0.5275490283966064,Projects/commons-io-2.15.1/FileUtils/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FilenameUtils,5,0,1,1.0,0.5273346900939941,Projects/commons-io-2.15.1/FileUtils/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,IOCase,1,1,0,0.0,0.5159514546394348,Projects/commons-io-2.15.1/IOCase/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,IOCase,2,0,1,1.0,0.582850992679596,Projects/commons-io-2.15.1/IOCase/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,IOCase,3,0,4,1.0,0.6528292894363403,Projects/commons-io-2.15.1/IOCase/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,IOCase,4,1,0,0.0,0.546501100063324,Projects/commons-io-2.15.1/IOCase/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,IOCase,5,1,0,0.0,0.5190355777740479,Projects/commons-io-2.15.1/IOCase/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileDeleteStrategy,1,1,4,0.8,0.5581899881362915,Projects/commons-io-2.15.1/FileDeleteStrategy/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileDeleteStrategy,2,3,0,0.0,0.6108246445655823,Projects/commons-io-2.15.1/FileDeleteStrategy/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileDeleteStrategy,3,9,0,0.0,0.6541864275932312,Projects/commons-io-2.15.1/FileDeleteStrategy/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileDeleteStrategy,4,2,1,0.3333333333333333,0.717014729976654,Projects/commons-io-2.15.1/FileDeleteStrategy/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileDeleteStrategy,5,2,3,0.6,0.4844208359718323,Projects/commons-io-2.15.1/FileDeleteStrategy/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileExistsException,1,1,3,0.75,0.5448410511016846,Projects/commons-io-2.15.1/FileExistsException/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileExistsException,2,0,0,1,0.48633483052253723,Projects/commons-io-2.15.1/FileExistsException/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileExistsException,3,2,0,0.0,0.585004985332489,Projects/commons-io-2.15.1/FileExistsException/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileExistsException,4,2,0,0.0,0.488695353269577,Projects/commons-io-2.15.1/FileExistsException/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileExistsException,5,0,4,1.0,0.6458199620246887,Projects/commons-io-2.15.1/FileExistsException/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystem,1,1,4,0.8,0.5092281103134155,Projects/commons-io-2.15.1/FileSystem/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystem,2,2,3,0.6,0.6340579986572266,Projects/commons-io-2.15.1/FileSystem/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystem,3,1,3,0.75,0.6255478262901306,Projects/commons-io-2.15.1/FileSystem/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystem,4,0,4,1.0,0.5537338852882385,Projects/commons-io-2.15.1/FileSystem/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-io-2.15.1.jar,7,9,0.5625,0.7235123515129089,Partially Present. Need manual review.,FileSystem,5,0,4,1.0,0.5285705327987671,Projects/commons-io-2.15.1/FileSystem/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
auto-service-1.1.1.jar,1,18,0.9473684210526315,0.6948541402816772,Partially Present. Need manual review.,AutoServiceProcessor,1,0,0,1,0.44894176721572876,N/A,failure,Model could not predict any correct FQNs.,True
auto-service-1.1.1.jar,1,18,0.9473684210526315,0.6948541402816772,Partially Present. Need manual review.,AutoServiceProcessor,2,0,10,1.0,0.7036610841751099,N/A,failure,Model could not predict any correct FQNs.,True
auto-service-1.1.1.jar,1,18,0.9473684210526315,0.6948541402816772,Partially Present. Need manual review.,AutoServiceProcessor,3,0,0,1,0.40584173798561096,N/A,failure,Model could not predict any correct FQNs.,True
auto-service-1.1.1.jar,1,18,0.9473684210526315,0.6948541402816772,Partially Present. Need manual review.,AutoServiceProcessor,4,0,2,1.0,0.275326132774353,N/A,failure,Model could not predict any correct FQNs.,True
auto-service-1.1.1.jar,1,18,0.9473684210526315,0.6948541402816772,Partially Present. Need manual review.,AutoServiceProcessor,5,0,1,1.0,0.43844425678253174,N/A,failure,Model could not predict any correct FQNs.,True
spring-webmvc-6.1.3.jar,0,3,1.0,0.7995363473892212,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
maven-plugin-annotations-3.11.0.jar,0,3,1.0,0.760985255241394,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringEscapeUtils,1,0,1,1.0,0.6012492775917053,N/A,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringEscapeUtils,2,0,3,1.0,0.584337055683136,N/A,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringEscapeUtils,3,0,1,1.0,0.5531120896339417,N/A,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringEscapeUtils,4,0,1,1.0,0.6101512908935547,N/A,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringEscapeUtils,5,0,1,1.0,0.5257622599601746,N/A,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringSubstitutor,1,2,0,0.0,0.5714336633682251,Projects/commons-text-1.10.0/StringSubstitutor/sample_1/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringSubstitutor,2,0,0,1,0.5069721341133118,Projects/commons-text-1.10.0/StringSubstitutor/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringSubstitutor,3,1,0,0.0,0.69798743724823,Projects/commons-text-1.10.0/StringSubstitutor/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringSubstitutor,4,2,0,0.0,0.5298066139221191,Projects/commons-text-1.10.0/StringSubstitutor/sample_4/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,StringSubstitutor,5,4,0,0.0,0.6517527103424072,Projects/commons-text-1.10.0/StringSubstitutor/sample_5/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,WordUtils,1,0,1,1.0,0.4848507046699524,Projects/commons-text-1.10.0/StringSubstitutor/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,WordUtils,2,0,1,1.0,0.4084610342979431,Projects/commons-text-1.10.0/StringSubstitutor/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,WordUtils,3,0,2,1.0,0.5749725699424744,Projects/commons-text-1.10.0/StringSubstitutor/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,WordUtils,4,0,1,1.0,0.5164069533348083,Projects/commons-text-1.10.0/StringSubstitutor/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
commons-text-1.10.0.jar,3,3,0.5,0.7356414198875427,Partially Present. Need manual review.,WordUtils,5,0,1,1.0,0.6369052529335022,Projects/commons-text-1.10.0/StringSubstitutor/sample_5/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
jsr305-3.0.2.jar,0,29,1.0,0.7789310216903687,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
plexus-utils-4.0.0.jar,0,2,1.0,0.6744650602340698,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionBuilder,1,4,0,0.0,0.53557288646698,Projects/spring-beans-6.1.3/BeanDefinitionBuilder/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionBuilder,2,3,0,0.0,0.5482137203216553,Projects/spring-beans-6.1.3/BeanDefinitionBuilder/sample_2/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionBuilder,3,3,0,0.0,0.6641791462898254,Projects/spring-beans-6.1.3/BeanDefinitionBuilder/sample_3/Wrapper/src/main/java/org/example,success,Build completed successfully.,False
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionBuilder,4,0,1,1.0,0.6094193458557129,Projects/spring-beans-6.1.3/BeanDefinitionBuilder/sample_3/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionBuilder,5,1,4,0.8,0.6693957448005676,Projects/spring-beans-6.1.3/BeanDefinitionBuilder/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionParserDelegate,1,3,0,0.0,0.5857868194580078,Projects/spring-beans-6.1.3/BeanDefinitionParserDelegate/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionParserDelegate,2,0,0,1,0.5947297811508179,Projects/spring-beans-6.1.3/BeanDefinitionParserDelegate/sample_1/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionParserDelegate,3,2,1,0.3333333333333333,0.4826563000679016,Projects/spring-beans-6.1.3/BeanDefinitionParserDelegate/sample_3/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionParserDelegate,4,2,2,0.5,0.5035049915313721,Projects/spring-beans-6.1.3/BeanDefinitionParserDelegate/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionParserDelegate,5,1,0,0.0,0.39855432510375977,Projects/spring-beans-6.1.3/BeanDefinitionParserDelegate/sample_5/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionVisitor,1,2,0,0.0,0.5205857753753662,Projects/spring-beans-6.1.3/BeanDefinitionVisitor/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionVisitor,2,4,0,0.0,0.6110212802886963,Projects/spring-beans-6.1.3/BeanDefinitionVisitor/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionVisitor,3,0,0,1,0.6954635381698608,Projects/spring-beans-6.1.3/BeanDefinitionVisitor/sample_2/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionVisitor,4,2,0,0.0,0.4523742198944092,Projects/spring-beans-6.1.3/BeanDefinitionVisitor/sample_4/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionVisitor,5,0,0,1,0.5186678171157837,Projects/spring-beans-6.1.3/BeanDefinitionVisitor/sample_4/Wrapper/src/main/java/org/example,failure,Model could not predict any correct FQNs.,True
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionHolder,1,4,2,0.3333333333333333,0.6482236385345459,Projects/spring-beans-6.1.3/BeanDefinitionHolder/sample_1/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
spring-beans-6.1.3.jar,4,4,0.5,0.7423819899559021,Partially Present. Need manual review.,BeanDefinitionHolder,2,2,1,0.3333333333333333,0.5482708215713501,Projects/spring-beans-6.1.3/BeanDefinitionHolder/sample_2/Wrapper/src/main/java/org/example,failure,Build failed. Full error log present.,Need manual review
